Cluster_ID,Centroid_Lat,Centroid_Lon,Total_POI,Parlimen,Dun
0,2.817891799289476,101.69419753410888,5,P.113 Sepang,N.55 Dengkil
1,2.9013441999999996,101.83502673333334,3,P.101 Hulu Langat,N.24 Semenyih
2,2.9438672333333336,101.58812630000001,3,P.112 Kuala Langat,N.51 Sijangkang
3,2.9636579811927573,101.75328703884594,5,P.102 Bangi,N.26 Sungai Ramal
4,2.9910472,101.45063173333332,3,P.111 Kota Raja,N.49 Sungai Kandis
5,2.992343276327835,101.7604637267829,8,P.102 Bangi,N.26 Sungai Ramal
6,2.9958824666666666,101.66978650000001,3,P.103 Puchong,N.29 Seri Serdang
7,2.9998157075359617,101.59594679834798,6,P.103 Puchong,N.29 Seri Serdang
8,3.0066781000000002,101.6056605,3,P.103 Puchong,N.29 Seri Serdang
9,3.0072605,101.43554223333332,3,P.111 Kota Raja,N.48 Sentosa
10,3.008858748850396,101.714069094754,8,P.103 Puchong,N.29 Seri Serdang
11,3.0260519370668533,101.61631395301085,6,P.104 Subang,N.30 Kinrara
12,3.035861246450925,101.7651329647404,8,P.102 Bangi,N.27 Balakong
13,3.0525576308272364,101.6787037004908,6,P.122 Seputeh,P.122 Seputeh
14,3.0683625000000005,101.65719626666666,3,P.122 Seputeh,P.122 Seputeh
15,3.0715158333333337,101.5084891,3,P.108 Shah Alam,N.40 Kota Anggerik
16,3.0726593713996486,101.60957837670006,7,P.105 Petaling Jaya,N.32 Seri Setia
17,3.074035577471394,101.59025370335168,8,P.104 Subang,N.31 Subang Jaya
18,3.0901989525186013,101.74275224658784,10,P.123 Cheras,P.123 Cheras
19,3.089813475795794,101.68718423169467,5,P.122 Seputeh,P.122 Seputeh
20,3.090832483165363,101.45290110790413,4,P.108 Shah Alam,N.40 Kota Anggerik
21,3.091035533333333,101.713767,3,P.124 Bandar Tun Razak,P.124 Bandar Tun Razak
22,3.0955397666666666,101.70083466666667,3,P.120 Bukit Bintang,P.120 Bukit Bintang
23,3.0970717000000003,101.55545256666666,3,P.105 Petaling Jaya,N.32 Seri Setia
24,3.099501548057186,101.6867491960667,6,P.122 Seputeh,P.122 Seputeh
25,3.100512466666667,101.64111396666667,3,P.105 Petaling Jaya,N.34 Bukit Gasing
26,3.119138810763166,101.67404220291493,6,P.121 Lembah Pantai,P.121 Lembah Pantai
27,3.1199087,101.57978266666666,4,P.105 Petaling Jaya,N.32 Seri Setia
28,3.1260472666666668,101.73686113333333,4,P.123 Cheras,P.123 Cheras
29,3.1322579146076475,101.75240426502015,6,P.100 Pandan,N.21 Pandan Indah
30,3.1415967666666664,101.629333,3,P.117 Segambut,P.117 Segambut
31,3.159293926937513,101.75126100491875,7,P.099 Ampang,N.19 Bukit Antarabangsa
32,3.1613580999999997,101.6499313,3,P.117 Segambut,P.117 Segambut
33,3.1634768482946294,101.65693584733411,10,P.117 Segambut,P.117 Segambut
34,3.16635918879244,101.6522117252336,8,P.117 Segambut,P.117 Segambut
35,3.1675184666666665,101.73586706666667,4,P.119 Titiwangsa,P.119 Titiwangsa
36,3.1750621962293746,101.65976201198798,6,P.117 Segambut,P.117 Segambut
37,3.184784932320313,101.69237902654234,5,P.115 Batu,P.115 Batu
38,3.188720733333333,101.60529723333333,3,P.106 Damansara,N.37 Bukit Lanjan
39,3.1918260666666667,101.77090603333332,3,P.099 Ampang,N.19 Bukit Antarabangsa
40,3.197998756026113,101.74231064269203,8,P.118 Setiawangsa,P.118 Setiawangsa
41,3.202502109781523,101.7174014670358,7,P.116 Wangsa Maju,P.116 Wangsa Maju
42,3.203774525635438,101.70285105578297,6,P.116 Wangsa Maju,P.116 Wangsa Maju
43,3.2082939554766425,101.6900324944616,8,P.116 Wangsa Maju,P.116 Wangsa Maju
44,3.216013166666667,101.64396729999999,3,P.114 Kepong,P.114 Kepong
45,3.2327548666666663,101.45062743333331,3,P.096 Kuala Selangor,N.12 Jeram
46,3.40424770470358,101.5576683019283,4,P.094 Hulu Selangor,N.07 Batang Kali
47,2.744078711429288,101.68544540561432,12,P.113 Sepang,N.56 Sungai Pelek
48,2.754138066666667,101.70460303333333,10,P.113 Sepang,N.56 Sungai Pelek
49,2.811574946582232,101.73788552840375,4,P.113 Sepang,N.56 Sungai Pelek
50,2.812886019125362,101.50055047943397,5,P.112 Kuala Langat,N.52 Banting
51,2.838036933333334,101.72575243333334,4,P.113 Sepang,N.56 Sungai Pelek
52,2.8743447915252016,101.50195525517898,8,P.112 Kuala Langat,N.52 Banting
53,2.9034829662780512,101.76402665448623,7,P.113 Sepang,N.55 Dengkil
54,2.9133707275077945,101.47557267111456,5,P.112 Kuala Langat,N.51 Sijangkang
55,2.9231294691195004,101.66145729875879,6,P.113 Sepang,N.55 Dengkil
56,2.9243642333333333,101.63717576666666,4,P.113 Sepang,N.55 Dengkil
57,2.9324566299718904,101.68091433730606,5,P.125 Putrajaya,P.125 Putrajaya
58,2.9387715835432053,101.71324522765082,4,P.125 Putrajaya,P.125 Putrajaya
59,2.938299666666667,101.77502266666666,3,P.102 Bangi,N.26 Sungai Ramal
60,2.9455150012418825,101.72398920125329,4,P.125 Putrajaya,P.125 Putrajaya
61,2.9518903167860993,101.58187564158081,7,P.112 Kuala Langat,N.51 Sijangkang
62,2.9565301401829003,101.55284301607603,7,P.112 Kuala Langat,N.51 Sijangkang
63,2.9585549805422264,101.83897832353526,4,P.101 Hulu Langat,N.24 Semenyih
64,2.979477566666667,101.73852,3,P.113 Sepang,N.55 Dengkil
65,2.980741966666667,101.60226873333335,3,P.103 Puchong,N.29 Seri Serdang
66,2.996383981224317,101.57387611567117,5,P.111 Kota Raja,N.50 Kota Kemuning
67,2.9977022999999994,101.81230323333334,3,P.102 Bangi,N.25 Kajang
68,2.9989499241509154,101.52807969646554,5,P.111 Kota Raja,N.50 Kota Kemuning
69,3.004564333333333,101.40215733333332,3,P.110 Klang,N.47 Pandamaran
70,3.0087126480230095,101.59929524150776,6,P.103 Puchong,N.29 Seri Serdang
71,3.0135373528924845,101.69714791060652,5,P.103 Puchong,N.28 Seri Kembangan
72,3.016939633333333,101.70392959999998,3,P.103 Puchong,N.29 Seri Serdang
73,3.0180774,101.67540386666666,3,P.104 Subang,N.30 Kinrara
74,3.021379366666667,101.57987609999999,3,P.111 Kota Raja,N.50 Kota Kemuning
