Rank,Brand,Name,Latitude,Longitude,Address,POI_state,parlimen,dun,Tier,Points
Outcircuit,99 Speedmart,"99 Speedmart 2924 Vista Bangi, Selangor Darul Ehsan",2.9456474,101.7855223,"No: 1-12 & 1-13 (Ground Floor Vista Bangi, Batu 18 3/4, Jalan Reko, 43200 Cheras, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1733 Taman Tasik Semenyih , Selangor Darul Ehsan",2.9456876,101.8655938,"No: 3 & 5, Ground Floor, 5, Jalan TTS 2, Taman Tasik Semenyih, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1451 Taman Semenyih Indah, Selangor Darul Ehsan",2.9459454,101.8342717,"No: 2 (GF, Jalan Semenyih Indah 8, Taman Semenyih Indah, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2389 Bandar Tropicana Aman, Selangor Darul Ehsan",2.9460631,101.5352826,"Persiaran Tropicana Aman, 41200, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1642 Taman Putra Perdana 2, Selangor",2.9461163,101.6134207,"No: 68, Ground Floor, Lingkungan Putra Perdana, Taman Putra Perdana, 47100 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1116 Taman Putra Perdana, Selangor Darul Ehsan",2.946743,101.617989,"No.2, Jalan Putra Perdana 2/3, Taman Putra Perdana, 47100 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2554 Bangi Sek 3 (2), Selangor Darul Ehsan",2.9473469,101.7805423,"No: 24 & 26 (Ground Floor Jalan 3/7 Bangi Perdana Sek 3 Bandar Baru Bangi, Seksyen 3 Bandar Baru Bangi, 43650 Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3063 Kajang Hillpark, Selangor Darul Ehsan",2.949704,101.8127089,"No : 22 Ground Floor, Eugenia D.E, Jln Hillpark 6/1, Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2980 Bandar Tropicana Aman 2, Selangor Darul Ehsan",2.9499596,101.5262496,"No: 52A & 56 (Ground Floor, Jalan Aman Tiara 7, Bandar Tropicana Aman, 42500 Telok Panglima Garang, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2474 Pulau Indah 2, Selangor Darul Ehsan",2.950496,101.3349768,"No:124 & 125, Ground Floor, Selatan, Persiaran Masjid Sultan, Kampung Sungai Pinang, 42920 Pulau Indah, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1370 Taman Saujana Putra, Selangor Darul Ehsan",2.9517061,101.5822816,"No: 18 & 20, Jalan SPU 2, Taman Saujana Putra, 42610 Jenjarom, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1792 Taman Saujana Putra 2, Selangor Darul Ehsan",2.9525311,101.5769123,"No: 24 & 26, Ground Floor, Jalan SP 1/2, Bandar Saujana Putra, 42600 Jenjarom, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3142 Pusat Perniagaan Amber, Selangor Darul Ehsan",2.9528145,101.5525847,"No: GF-32 & GF-33 (Ground Floor Pusat Perniagaan Amber, Gamuda Kemuning, 25.7, Persiaran Oleander, 42500 Telok Panglima Garang, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1771 Bangi Sekyen 4 (2), Selangor Darul Ehsan",2.9547788,101.7783351,"No 18 & 20 ground floor, Jalan 4/1b, Seksyen 4 Tambahan Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1855 Bangi Sek 5, Selangor Darul Ehsan",2.9573333,101.7860556,"No: 1 (Ground Floor, Jalan 5c/5, Taman Langat Jaya, 43650 Bandar Baru Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2172 Vista Valley , Selangor Darul Ehsan",2.9576707,101.8400922,"No: 49, Ground Floor, Jalan Vista Valley 3, Vista Valley, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1263 Pusat Hentian Kajang, Selangor Darul Ehsan",2.9577894,101.7916078,"No: 17 & 19, Jalan Hentian 3, Off, Jalan Reko, Pusat Hentian Kajang, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1876 Bandar Teknologi Kajang 2, Selangor Darul Ehsan",2.9577982,101.813739,"No: 6 & 8, Ground Floor, Jalan 5/4, Seksyen 5 Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2298 Taman Sri Tanjung, Selangor Darul Ehsan",2.9581933,101.8502698,"No: 4 & 6, Ground Floor, Jalan Sri Tanjung 17, Taman Sri Tanjung, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2628 Jalan Kebun Nenas, Selangor Darul Ehsan",2.9608579,101.5173011,"No: 29 & 31 (Ground Floor Jalan Kebun Nenas, 7A, KS 8, Bandar Putera 2, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1593 Putrajaya Precint 11, 62250 Putrajaya",2.9631656,101.6672659,"No: 6 & 7, Ground Floor, Jln Jati Bukit P11/25, Presint 11, 62250 Putrajaya, Selangor, Malaysia",Putrajaya,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1306 Bangi, Sek 8, Selangor Darul Ehsan",2.9633054,101.7536014,"No: 36, Jalan Medan Pusat 2c, Seksyen 9, 43650 Bandar Baru Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1006 Telok Gong, Selangor Darul Ehsan",2.963439,101.392525,"X97R+8X, Pt 8926, Jalan Telok Gong, Kampung Telok Gong, 42000 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3151 Pusat Perniagaan Bestari, Selangor Darul Ehsan",2.9637101,101.4658618,"Pusat Perniagaan Bestari, No: 83 & 85 (Ground Floor, Taman Perindustrian Air Hitam Phase 1 & 2, Jln Permata 1, KS09, 42000 Klang, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1480 Bangi, Sek 4, Selangor Darul Ehsan",2.9641984,101.7796416,"No: 6 & 8 (GF),Jalan 4/12B Fasa, Seksyen 4 Tambahan Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2573 IOI Conezion, 62050 Putrajaya",2.9647678,101.7211007,"Lot C-G-06 (Ground Floor IOI Conezion Lebuh IRC IOI Resort City, 62050 Putrajaya, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2252 Bandar Parklands 2, Selangor Darul Ehsan",2.9662879,101.4555273,"No: 20 & 22, Ground Floor, Jalan Delima 10/KS09, Bandar Parklands, 41200 Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3211 Taman Myra Meranti, Selangor Darul Ehsan",2.9677032,101.6422256,"No: 11 & 12 (Ground Floor, Jalan MM 1, Taman Myra Meranti, 47120 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2065 Taman Tasik Puchong, Selangor Darul Ehsan",2.9683087,101.610569,"No: 30 & 32, Ground Floor, Jalan TTP 1, Taman Tasik Puchong, 47100 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2720 Abadi Heights, Selangor Darul Ehsan",2.9691283,101.6341809,"No:, 12 & 12A (Ground Floor, 2, Lorong Abadi 2, Abadi Heights, 47120 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2793 Kajang Utama 3, Selangor Darul Ehsan",2.96972,101.7945941,"No: 15 & 17, Ground Floor, Jalan Seksyen 2/13, Taman Kajang Utama, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1265 Bandar Sunway Semenyih, Selangor Darul Ehsan",2.969999,101.843178,"No: 12A, 1, Jalan Semenyih 3, Bandar Sunway Semenyih, 43000 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1795 Taman Sri Melor, Selangor Darul Eshan",2.971006,101.7825358,"No. 2, 3 & 3A (Ground Floor), Jalan Sri Melor Taman Sri Melor, 43000 Kajang, Selangor Darul Eshan, Taman Sri Melor, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1136 Bangi, Sek 7, Selangor Darul Ehsan",2.97123,101.77298,"No: 62, Jalan 7/7b, Section 7, 43650 Bandar Baru Bangi, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1267 Bandar Teknologi Kajang, Selangor Darul Ehsan",2.9718213,101.8279103,"No: 22 & 24 (Ground Floor),Jalan 1/2 Seksyen, 1, Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1293 Bandar Parklands, Selangor Darul Ehsan",2.97257,101.461067,"No: 11 & 13, Jalan JED 3/KS 9, Bandar Parklands, Pandamaran, 41200 Klang, Selangor, Malaysia",Selangor,P.112 Kuala Langat,N.51 Sijangkang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2024 Bandar 16 Sierra , Selangor Darul Ehsan",2.9731722,101.6578447,"Ground Floor, 21, Jln Sierra 10/1, Bandar 16 Sierra, 47110 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1323 Taman Anggerik Villa, Selangor Darul Ehsan",2.973607,101.824303,"No: 7 & 9 (GF, Jln Anggerik Perdana 2, Taman Anggerik Perdana, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1924 Taman Sepakat Indah, Selangor Darul Ehsan",2.9742039,101.7823453,"No: 4 & 5, Ground Floor, Sri Cempaka Apartment, 1, Jalan Sepakat Indah 2/1, Taman Sepakat Indah 2, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2388 Taman Sri Langat, Selangor Darul Ehsan",2.9742646,101.7893998,"No: 69 & 70, Ground Floor, Jln Langat 1, Taman Sri Langat, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1466 Kajang Utama 2, Selangor Darul Ehsan",2.9750412,101.8010052,"No : 11 & 13, Block N, Jln Seksyen 3/12, Tmn, Taman Kajang Utama, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1421 Taman Mas Puchong, Selangor Darul Ehsan",2.975174,101.580116,"91-G-GF, Spring Court, 2, Lingkaran Dagang Mas, Taman Mas Sepang, 47100 Puchong, Selangor, Malaysia",Selangor,,,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3031 Taman Bukit Mewah 3, Selangor Darul Ehsan",2.9754609,101.8102137,"No : G-1 (Ground Floor Mewah 9 Residence, Jalan Bukit Mewah 9/1, Taman Bukit Mewah, 43500 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1141 Taman Kajang Mewah, Selangor Darul Ehsan",2.975833,101.780197,"No.15, Jalan Kajang Mewah 3, Taman Kajang Mewah, Sungai Chua, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1331 Kajang Utama 1, Selangor Darul Ehsan",2.9760698,101.7949062,"No: 45 & 47 (GF, Jalan Seksyen 1/19, Taman Kajang Utama, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1164 Taman Putra Prima, Selangor Darul Ehsan",2.9773183,101.591926,"32, Jln PP 2/2, Taman Putra Prima, 47130 Puchong, Selangor, Malaysia",Selangor,,,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1246 Taman Kajang Sentral, Selangor Darul Ehsan",2.977333,101.796356,"No: 103 & 105, Jalan TKS 1, Taman Kajang Sentral, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1584 Kota Bayu Emas, Selangor",2.9776175,101.4513065,"No: 14-1 & 16-1 (Ground Floor), Jalan Bayu Impian 10/KS 9 Pandamar Kota, Bayuemas, 41200 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1348 Taman Putra Kajang, Selangor Darul Ehsan",2.977842,101.772919,"No: 1 (GF, Jalan Putra 3, Taman Kajang Putra, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.26 Sungai Ramal,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1550 Bandar Sungai Chandong , Selangor",2.9785246,101.3487289,"73 & 75 (Ground Floor), Jalan Sungai Chandong 8 Bdr Sg Chandong Pulau Indah, Bandar Armada Putra, 42100 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.109 Kapar,N.44 Selat Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1502 Taman D'alphinia , Selangor",2.978875,101.6535521,"D'alpinia, 47100 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1373 Putera Avenue, Selangor Darul Ehsan",2.9789789,101.5013242,"No: 21 & 23 (GF),Jalan Kebun Nenas, 4A, KS 8, Bandar Putera 2, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2165 Taman Setia Klang, Selangor Darul Ehsan",2.9791023,101.4825006,"Ground Floor, No: 7 & 9, Lorong Setia 1a, Taman Johan Setia, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1518 Kampung Perdamar , Selangor Darul Ehsan",2.9791358,101.4303754,"No: 202 & 204(G), Jalan Haji Zainal Abidin Kg Perdamar, Kampung Pendamar, 42000 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1448 Kemuning Taipan, Selangor Darul Ehsan",2.979254,101.5324554,"No: 37 & 39, Jalan Sungai Keranji Q 32/Q, Seksyen 32, 40460 Shah Alam, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1689 Puchong Taming Boulevard, Selangor",2.9795232,101.6062954,"No: 131 (Ground Floor, Taming Boulevard, Jalan Meranti Jaya 3/1, Taman Meranti Jaya, 47120 Puchong, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1894 Berjaya Park 2, Selangor",2.9800138,101.5132043,"No: 19 & 21, Ground Floor, Jln Sungai Rasau F 32/F, Taman Berjaya, 40460 Shah Alam, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1745 Johan Setia, Selangor Darul Ehsan",2.9801653,101.4654827,"No: 21 & 23 (Ground Floor), Jalan Mulia 17/KS 8, Taman Setia, Kampung Johan Setia, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2660 Kota Bayu Emas 2, Selangor Darul Ehsan",2.9805658,101.4431673,"60 & 61, Ground Floor, Jalan Bayu Laut 4/KS09, Kota Bayumas Pendamar, 41200 Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1562 The Whaft/ Taman Tasik Prima, Selangor",2.9810278,101.6034683,"The Wharf, Taman Tasik Prima, 47100 Puchong, Selangor, Malaysia",Selangor,,,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1328 Permai Square, Selangor Darul Ehsan",2.981624,101.665131,"No: 1 & 3, Jln BPP 5/7, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor, Malaysia",Selangor,P.113 Sepang,N.55 Dengkil,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1235 Taman Kajang Prima, Selangor Darul Ehsan",2.982296,101.81646,"N0: 17 & 18, Ground Floor, 17 & 18, Jalan KP 1/4, Taman Kajang Prima, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1384 Taman Bukit Mewah 2, Selangor Darul Ehsan",2.9827051,101.8026567,"No: 3A & 5 (GF),Bangunan Avenue, 2-G, BANGUNAN AVENUE, 26, Jalan Bukit Mewah 41, Taman Bukit Mewah, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1332 Taman Pasir Emas, Selangor Darul Ehsan",2.9830642,101.7847291,"No: 2 & 3, Jalan Pasir Emas 4, Taman Pasir Emas Sg. Chua, Taman Pasir Emas, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1588 Taman Telok Gedung Indah, Selangor",2.9836853,101.4059086,"No: 18 & 20 (Ground Floor Lorong, 1, Jalan Sungai Sama Gagah 19a, Taman Teluk Gedung Indah, 41200 Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1120 Taman Kajang Indah, Selangor Darul Ehsan",2.9837023,101.7796503,"No.1 (G) ,Jalan Kajang Indah 1, Taman Kajang Indah, Sungai Chua, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2956 Irama Square, Selangor Darul Ehsan",2.9848842,101.565125,"No: 6 & 8 (Ground Floor, Jalan Putra Permai 10/5A, Putra Heights, 47650 Subang Jaya, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.50 Kota Kemuning,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1469 Pearl Avenue, Selangor Darul Ehsan",2.9849272,101.7812564,"No : PA-S-01, Pearl Avenue, Jalan Pasir Emas, Sungai Chua, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2673 Kota Kemuning 5, Selangor Darul Ehsan",2.9855237,101.5401506,"No: 41 (Ground Floor Jalan BB 31/BB Kota Kemuning, Seksyen 31, 40460 Shah Alam, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1722 Bandar Bukit Puchong 2, Selangor Darul Ehsan",2.9855537,101.6214349,"No 81 & 83, Ground Floor, Jln BP 7/2, Bandar Bukit Puchong, 47120 Puchong, Selangor, Malaysia",Selangor,P.103 Puchong,N.29 Seri Serdang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1349 Taman Pandamaran Permai, Selangor Darul Ehsan",2.9864957,101.4146275,"No: 66 & 68 (GF, Jalan Permai 1B/KS09, Taman Pendamaran Permai, 42000 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1365 Berjaya Park, Selangor Darul Ehsan",2.9867494,101.5160446,"No: 15 & 17, Jalan Sg Damansara 32/B, Berjaya Park, Seksyen 32, 40460 Shah Alam, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1044 Bandar Botanik 1, Selangor Darul Ehsan",2.9867529,101.4434277,"No.46 & 48, Jalan Jasmin 1/KS6, Bandar Botanik, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.48 Sentosa,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1298 Taman Damai Mewah, Selangor Darul Ehsan",2.9868584,101.8085347,"No: 3A & 5, Ground Floor, 1A, Jalan Damai Mewah, Taman Damai Mewah, 43000 Kajang, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3268 MKH Boulevard II, Selangor Darul Ehsan",2.9869975,101.7912081,"No: 1-13A & 1-15 (Ground Floor, MKH Boulevard II, Jalan Bukit, Taman Bukit, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1165 Putra Permai, Selangor Darul Ehsan",2.9870198,101.6649016,"No:4 & 6, Permai Place, Jalan Bpp 8/4, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor, Malaysia",Selangor,P.103 Puchong,N.29 Seri Serdang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1737 Bandar Botanik 4, Selangor Darul Ehsan",2.9874799,101.4550185,"No:32 & 32A, Ground Floor, KS 7, Jalan Ramin 3, Bandar Botanik, 41200 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1176 Pendamar Indah, Selangor Darul Ehsan",2.9878086,101.4193813,"Ground Floor, 36 & 38, Solok Pendamar Indah 1, Taman Pendamar Indah, 42000 Pelabuhan Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 2864 Bandar Botanik 6, Selangor Darul Ehsan",2.9878869,101.42437,"No: 40 & 42 (Ground Floor Jalan Palma Raja 1/KS6, Bandar Botanik, 41200 Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1163 Bandar Botanik 2, Selangor Darul Ehsan",2.9880495,101.4282054,"No:8 & 10(G, Jalan Palma Raya, Bandar Botanik, 41200 Klang, Selangor, Malaysia",Selangor,P.110 Klang,N.46 Pelabuhan Klang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1035 Bandar Puteri, Selangor Darul Ehsan",2.988229,101.4677899,"39, Lorong Sanggul 1a, Bandar Puteri, 42000 Klang, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1111 Taman Saujana Puchong, Selangor Darul Ehsan",2.989967,101.639847,"No.29(Ground Floor, Jalan SP 3/9, Taman Saujana Puchong, 47100 Puchong, Selangor, Malaysia",Selangor,P.103 Puchong,N.29 Seri Serdang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1481 Bandar Bukit Puchong, Selangor Darul Ehsan",2.990024,101.629936,"No :, 27 & 29, Jalan BP 3/12, Bandar Bukit Puchong, 47120 Puchong, Selangor, Malaysia",Selangor,P.103 Puchong,N.29 Seri Serdang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1321 Taman Majlis Jaya, Selangor Darul Ehsan",2.9903068,101.7766531,"No: 5 & 7 (GF),Jalan Majlis, Jalan Kajang Jaya 3, Taman Majlis Jaya, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 3278 Taman Sri Kota, Selangor Darul Ehsan",2.9903653,101.7799098,"No: 8 (Ground Floor Jalan Sri Kota 1, Jalan Sungai Chua, Taman Seri Kota, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1197 Putra Walk, Selangor Darul Ehsan",2.9906606,101.6762448,"D-G-6, D-G-7 & D-G-8, Block D, Jalan PP 25, Taman Pinggiran Putra, Seksyen 2, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor, Malaysia",Selangor,P.103 Puchong,N.29 Seri Serdang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1324 Taman Bukit Mewah 1, Selangor Darul Ehsan",2.990975,101.798592,"No: 31 & 33, Jalan Bukit Mewah 10a, Taman Bukit Mewah, 43000 Kajang, Selangor, Malaysia",Selangor,P.102 Bangi,N.25 Kajang,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1019 Kota Kemuning 1, Selangor Darul Ehsan",2.9910163,101.5467997,"No.29, Jalan C, 31/C Kota Kemuning, Seksyen 31, 40460 Shah Alam, Selangor, Malaysia",Selangor,P.111 Kota Raja,N.49 Sungai Kandis,3,1
Outcircuit,99 Speedmart,"99 Speedmart 1510 Semenyih Impian, Selangor Darul Ehsan",2.9914122,101.8714318,"No:9 &11, 1, Jalan Semenyih Impian, Taman Semenyih Impian, 43650 Semenyih, Selangor, Malaysia",Selangor,P.101 Hulu Langat,N.24 Semenyih,3,1
